date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
21:35:02	24076/24076	---MCZ	404	error ('Not%20Found')	text/html	date:Tue,%2024%20Jan%202023%2002:35:02%20GMT	http://mifincaraiz.local/wp-content/themes/essential/assets/css/fonts/et-line.eot	C:/Users/angie/Desktop/Nueva%20carpeta/cope%20finca/mifincaraiz.local/wp-content/themes/essential/assets/css/fonts/et-line.eot	(from http://mifincaraiz.local/wp-content/themes/essential/assets/css/et-line.min.css)
21:35:07	24076/24076	---MCZ	404	error ('Not%20Found')	text/html	date:Tue,%2024%20Jan%202023%2002:35:07%20GMT	http://mifincaraiz.local/wp-content/themes/essential/assets/css/fonts/et-line.eot?	C:/Users/angie/Desktop/Nueva%20carpeta/cope%20finca/mifincaraiz.local/wp-content/themes/essential/assets/css/fonts/et-lined41d.eot	(from http://mifincaraiz.local/wp-content/themes/essential/assets/css/et-line.min.css)
21:35:12	24076/24076	---MCZ	404	error ('Not%20Found')	text/html	date:Tue,%2024%20Jan%202023%2002:35:12%20GMT	http://mifincaraiz.local/wp-content/themes/essential/assets/css/fonts/et-line.woff	C:/Users/angie/Desktop/Nueva%20carpeta/cope%20finca/mifincaraiz.local/wp-content/themes/essential/assets/css/fonts/et-line.woff	(from http://mifincaraiz.local/wp-content/themes/essential/assets/css/et-line.min.css)
21:35:16	24076/24076	---MCZ	404	error ('Not%20Found')	text/html	date:Tue,%2024%20Jan%202023%2002:35:16%20GMT	http://mifincaraiz.local/wp-content/themes/essential/assets/css/fonts/et-line.ttf	C:/Users/angie/Desktop/Nueva%20carpeta/cope%20finca/mifincaraiz.local/wp-content/themes/essential/assets/css/fonts/et-line.ttf	(from http://mifincaraiz.local/wp-content/themes/essential/assets/css/et-line.min.css)
21:35:21	24076/24076	---MCZ	404	error ('Not%20Found')	text/html	date:Tue,%2024%20Jan%202023%2002:35:21%20GMT	http://mifincaraiz.local/wp-content/themes/essential/assets/css/fonts/et-line.svg	C:/Users/angie/Desktop/Nueva%20carpeta/cope%20finca/mifincaraiz.local/wp-content/themes/essential/assets/css/fonts/et-line.svg	(from http://mifincaraiz.local/wp-content/themes/essential/assets/css/et-line.min.css)
21:35:21	31061/31061	---M--	200	added ('OK')	image/jpeg	etag:%227955-5f2beb0c86024%22	http://mifincaraiz.local/wp-content/uploads/2023/01/cropped-clix-disen-o-web-02-scaled-2.jpg	C:/Users/angie/Desktop/Nueva%20carpeta/cope%20finca/mifincaraiz.local/wp-content/uploads/2023/01/cropped-clix-disen-o-web-02-scaled-2.jpg	(from http://mifincaraiz.local/)
21:35:27	609/609	---MCZ	200	added ('OK')	application/json	date:Tue,%2024%20Jan%202023%2002:35:26%20GMT	http://mifincaraiz.local/wp-json/wp/v2/categories/1	C:/Users/angie/Desktop/Nueva%20carpeta/cope%20finca/mifincaraiz.local/wp-json/wp/v2/categories/1.json	(from http://mifincaraiz.local/category/mifincaraiz/)
21:35:28	810/810	---MCZ	200	added ('OK')	text/xml	date:Tue,%2024%20Jan%202023%2002:35:27%20GMT	http://mifincaraiz.local/xmlrpc.php?rsd	C:/Users/angie/Desktop/Nueva%20carpeta/cope%20finca/mifincaraiz.local/xmlrpc0db0.php	(from http://mifincaraiz.local/)
21:35:28	3361/3361	---M--	200	added ('OK')	image/png	etag:%22d21-5f2e20bb100d1%22	http://mifincaraiz.local/wp-content/themes/essential/assets/img/ios7-search.png	C:/Users/angie/Desktop/Nueva%20carpeta/cope%20finca/mifincaraiz.local/wp-content/themes/essential/assets/img/ios7-search.png	(from http://mifincaraiz.local/wp-content/themes/essential/assets/css/style.min.css)
21:35:30	28338/28338	---MC-	200	added ('OK')	application/rss+xml	etag:%22b4389dab3509986fb408ead4f1e84561%22	http://mifincaraiz.local/category/mifincaraiz/feed/	C:/Users/angie/Desktop/Nueva%20carpeta/cope%20finca/mifincaraiz.local/category/mifincaraiz/feed/index.html	(from http://mifincaraiz.local/category/mifincaraiz/)
21:35:34	54409/54409	---MCZ	200	added ('OK')	text/html	date:Tue,%2024%20Jan%202023%2002:35:34%20GMT	http://mifincaraiz.local/finca-raiz/23/1/	C:/Users/angie/Desktop/Nueva%20carpeta/cope%20finca/mifincaraiz.local/finca-raiz/23/1/index.html	(from http://mifincaraiz.local/)
21:35:35	24076/24076	---MCZ	404	error ('Not%20Found')	text/html	date:Tue,%2024%20Jan%202023%2002:35:35%20GMT	http://mifincaraiz.local/wp-content/themes/essential/assets/css/owl.video.play.png	C:/Users/angie/Desktop/Nueva%20carpeta/cope%20finca/mifincaraiz.local/wp-content/themes/essential/assets/css/owl.video.play.png	(from http://mifincaraiz.local/wp-content/themes/essential/assets/css/owl.carousel.min.css)
21:35:35	26702/26702	---MCZ	200	added ('OK')	text/css	etag:W/%22684e-5f2cc6fb09388%22	http://mifincaraiz.local/wp-content/plugins/elementor/assets/lib/font-awesome/css/v4-shims.min.css	C:/Users/angie/Desktop/Nueva%20carpeta/cope%20finca/mifincaraiz.local/wp-content/plugins/elementor/assets/lib/font-awesome/css/v4-shims.min.css	(from http://mifincaraiz.local/finca-raiz/23/1/)
21:35:36	96215/96215	---MCZ	200	added ('OK')	text/css	etag:W/%22177d7-5f2cc6f7cd571%22	http://mifincaraiz.local/wp-content/plugins/elementor/assets/css/frontend-lite.min.css	C:/Users/angie/Desktop/Nueva%20carpeta/cope%20finca/mifincaraiz.local/wp-content/plugins/elementor/assets/css/frontend-lite.min.css	(from http://mifincaraiz.local/finca-raiz/23/1/)
21:35:36	1162/1162	---MCZ	200	added ('OK')	text/css	etag:W/%2248a-5f2f8f5afbff0%22	http://mifincaraiz.local/wp-content/uploads/elementor/css/post-51.css	C:/Users/angie/Desktop/Nueva%20carpeta/cope%20finca/mifincaraiz.local/wp-content/uploads/elementor/css/post-51.css	(from http://mifincaraiz.local/finca-raiz/23/1/)
21:35:36	39192/39192	---MCZ	200	added ('OK')	text/css	etag:W/%229918-5f2f8f6bc93f0%22	http://mifincaraiz.local/wp-content/uploads/elementor/css/global.css	C:/Users/angie/Desktop/Nueva%20carpeta/cope%20finca/mifincaraiz.local/wp-content/uploads/elementor/css/global.css	(from http://mifincaraiz.local/finca-raiz/23/1/)
21:35:36	17851/17851	---MCZ	200	added ('OK')	text/css	etag:W/%2245bb-5f2f8f6eb7bc7%22	http://mifincaraiz.local/wp-content/uploads/elementor/css/post-1.css	C:/Users/angie/Desktop/Nueva%20carpeta/cope%20finca/mifincaraiz.local/wp-content/uploads/elementor/css/post-1.css	(from http://mifincaraiz.local/finca-raiz/23/1/)
21:35:41	30103/30103	---MCZ	200	added ('OK')	application/json	date:Tue,%2024%20Jan%202023%2002:35:41%20GMT	http://mifincaraiz.local/wp-json/wp/v2/posts/1	C:/Users/angie/Desktop/Nueva%20carpeta/cope%20finca/mifincaraiz.local/wp-json/wp/v2/posts/1.json	(from http://mifincaraiz.local/finca-raiz/23/1/)
21:35:42	133868/133868	---M--	200	added ('OK')	application/javascript	etag:%2220aec-5f2f95ea41588%22	http://mifincaraiz.local/wp-content/cache/wpo-minify/1674527442/assets/wpo-minify-header-6eb31cc1.min.js	C:/Users/angie/Desktop/Nueva%20carpeta/cope%20finca/mifincaraiz.local/wp-content/cache/wpo-minify/1674527442/assets/wpo-minify-header-6eb31cc1.min.js	(from http://mifincaraiz.local/finca-raiz/23/1/)
21:35:44	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Tue,%2024%20Jan%202023%2002:35:44%20GMT	http://mifincaraiz.local/?p=1	C:/Users/angie/Desktop/Nueva%20carpeta/cope%20finca/mifincaraiz.local/indexcff1.html	(from http://mifincaraiz.local/finca-raiz/23/1/)
21:35:44	2472/2472	---MCZ	200	added ('OK')	application/json	date:Tue,%2024%20Jan%202023%2002:35:44%20GMT	http://mifincaraiz.local/wp-json/oembed/1.0/embed?url=http%3A%2F%2Fmifincaraiz.local%2Ffinca-raiz%2F23%2F1%2F	C:/Users/angie/Desktop/Nueva%20carpeta/cope%20finca/mifincaraiz.local/wp-json/oembed/1.0/embed3593.json	(from http://mifincaraiz.local/finca-raiz/23/1/)
21:35:46	2537/2537	---MCZ	200	added ('OK')	text/xml	date:Tue,%2024%20Jan%202023%2002:35:46%20GMT	http://mifincaraiz.local/wp-json/oembed/1.0/embed?url=http%3A%2F%2Fmifincaraiz.local%2Ffinca-raiz%2F23%2F1%2F&format=xml	C:/Users/angie/Desktop/Nueva%20carpeta/cope%20finca/mifincaraiz.local/wp-json/oembed/1.0/embed8d19	(from http://mifincaraiz.local/finca-raiz/23/1/)
21:35:46	4492/4492	---M--	200	added ('OK')	text/html	etag:%22118c-5f2ce26628ffd%22	http://mifincaraiz.local/wp-content/uploads/2023/01/g45887.webp	C:/Users/angie/Desktop/Nueva%20carpeta/cope%20finca/mifincaraiz.local/wp-content/uploads/2023/01/g45887.html	(from http://mifincaraiz.local/finca-raiz/23/1/)
21:35:47	114166/114166	---M--	200	added ('OK')	text/html	etag:%221bdf6-5f2e7f11d25d5%22	http://mifincaraiz.local/wp-content/uploads/2023/01/My-project-1-7-1536x936.webp	C:/Users/angie/Desktop/Nueva%20carpeta/cope%20finca/mifincaraiz.local/wp-content/uploads/2023/01/My-project-1-7-1536x936.html	(from http://mifincaraiz.local/finca-raiz/23/1/)
21:35:48	132144/132144	---M--	200	added ('OK')	text/html	etag:%2220430-5f2e88de74a14%22	http://mifincaraiz.local/wp-content/uploads/2023/01/My-project-copiar-1-2-1536x936.webp	C:/Users/angie/Desktop/Nueva%20carpeta/cope%20finca/mifincaraiz.local/wp-content/uploads/2023/01/My-project-copiar-1-2-1536x936.html	(from http://mifincaraiz.local/finca-raiz/23/1/)
21:35:50	147462/147462	---M--	200	added ('OK')	text/html	etag:%2224006-5f2e86638ddc5%22	http://mifincaraiz.local/wp-content/uploads/2023/01/My-project-copiar-1-1-1536x936.webp	C:/Users/angie/Desktop/Nueva%20carpeta/cope%20finca/mifincaraiz.local/wp-content/uploads/2023/01/My-project-copiar-1-1-1536x936.html	(from http://mifincaraiz.local/finca-raiz/23/1/)
21:35:52	18468/18468	---MCZ	200	added ('OK')	text/css	etag:W/%224824-5f2cc6fa80424%22	http://mifincaraiz.local/wp-content/plugins/elementor/assets/lib/animations/animations.min.css	C:/Users/angie/Desktop/Nueva%20carpeta/cope%20finca/mifincaraiz.local/wp-content/plugins/elementor/assets/lib/animations/animations.min.css	(from http://mifincaraiz.local/finca-raiz/23/1/)
21:35:54	59344/59344	---MCZ	200	added ('OK')	text/css	etag:W/%22e7d0-5f2cc6faf820d%22	http://mifincaraiz.local/wp-content/plugins/elementor/assets/lib/font-awesome/css/all.min.css	C:/Users/angie/Desktop/Nueva%20carpeta/cope%20finca/mifincaraiz.local/wp-content/plugins/elementor/assets/lib/font-awesome/css/all.min.css	(from http://mifincaraiz.local/finca-raiz/23/1/)
21:35:55	55317/55317	---M--	200	added ('OK')	application/javascript	etag:%22d815-5f2f95ec36138%22	http://mifincaraiz.local/wp-content/cache/wpo-minify/1674527442/assets/wpo-minify-footer-ee0a194a.min.js	C:/Users/angie/Desktop/Nueva%20carpeta/cope%20finca/mifincaraiz.local/wp-content/cache/wpo-minify/1674527442/assets/wpo-minify-footer-ee0a194a.min.js	(from http://mifincaraiz.local/finca-raiz/23/1/)
21:35:55	11405/11405	---MCZ	200	added ('OK')	text/css	etag:W/%222c8d-5f2e2d451fc8a%22	http://mifincaraiz.local/wp-content/plugins/elementor-pro/assets/css/frontend-lite.min.css	C:/Users/angie/Desktop/Nueva%20carpeta/cope%20finca/mifincaraiz.local/wp-content/plugins/elementor-pro/assets/css/frontend-lite.min.css	(from http://mifincaraiz.local/finca-raiz/23/1/)
21:35:58	67820/67820	---M--	200	added ('OK')	application/javascript	etag:%22108ec-5f2f95ec4e7db%22	http://mifincaraiz.local/wp-content/cache/wpo-minify/1674527442/assets/wpo-minify-footer-f40b11ca.min.js	C:/Users/angie/Desktop/Nueva%20carpeta/cope%20finca/mifincaraiz.local/wp-content/cache/wpo-minify/1674527442/assets/wpo-minify-footer-f40b11ca.min.js	(from http://mifincaraiz.local/finca-raiz/23/1/)
21:36:00	747545/747545	---M--	200	added ('OK')	image/svg+xml	etag:%22b6819-5f2cc6fb41218%22	http://mifincaraiz.local/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-brands-400.svg	C:/Users/angie/Desktop/Nueva%20carpeta/cope%20finca/mifincaraiz.local/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-brands-400.svg	(from http://mifincaraiz.local/wp-content/plugins/elementor/assets/lib/font-awesome/css/all.min.css)
21:36:07	34034/34034	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%2284f2-5f2cc6fb448c1%22	http://mifincaraiz.local/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-regular-400.eot	C:/Users/angie/Desktop/Nueva%20carpeta/cope%20finca/mifincaraiz.local/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-regular-400.eot	(from http://mifincaraiz.local/wp-content/plugins/elementor/assets/lib/font-awesome/css/all.min.css)
21:36:07	13276/13276	---M--	200	added ('OK')	text/html	etag:%2233dc-5f2cc6fb5cb71%22	http://mifincaraiz.local/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-regular-400.woff2	C:/Users/angie/Desktop/Nueva%20carpeta/cope%20finca/mifincaraiz.local/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-regular-400.html	(from http://mifincaraiz.local/wp-content/plugins/elementor/assets/lib/font-awesome/css/all.min.css)
21:36:10	16276/16276	---M--	200	added ('OK')	application/font-woff	etag:%223f94-5f2cc6fb57577%22	http://mifincaraiz.local/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-regular-400.woff	C:/Users/angie/Desktop/Nueva%20carpeta/cope%20finca/mifincaraiz.local/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-regular-400.woff	(from http://mifincaraiz.local/wp-content/plugins/elementor/assets/lib/font-awesome/css/all.min.css)
21:36:11	144714/144714	---M--	200	added ('OK')	image/svg+xml	etag:%222354a-5f2cc6fb4a28a%22	http://mifincaraiz.local/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-regular-400.svg	C:/Users/angie/Desktop/Nueva%20carpeta/cope%20finca/mifincaraiz.local/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-regular-400.svg	(from http://mifincaraiz.local/wp-content/plugins/elementor/assets/lib/font-awesome/css/all.min.css)
21:36:15	90060/90060	---M--	200	added ('OK')	application/font-woff	etag:%2215fcc-5f2cc6fb43539%22	http://mifincaraiz.local/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-brands-400.woff	C:/Users/angie/Desktop/Nueva%20carpeta/cope%20finca/mifincaraiz.local/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-brands-400.woff	(from http://mifincaraiz.local/wp-content/plugins/elementor/assets/lib/font-awesome/css/all.min.css)
21:36:15	78196/78196	---M--	200	added ('OK')	text/html	etag:%2213174-5f2cc6fb82505%22	http://mifincaraiz.local/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-solid-900.woff2	C:/Users/angie/Desktop/Nueva%20carpeta/cope%20finca/mifincaraiz.local/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-solid-900.html	(from http://mifincaraiz.local/wp-content/plugins/elementor/assets/lib/font-awesome/css/all.min.css)
21:36:23	134040/134040	---M--	200	added ('OK')	application/font-sfnt	etag:%2220b98-5f2cc6fb42584%22	http://mifincaraiz.local/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-brands-400.ttf	C:/Users/angie/Desktop/Nueva%20carpeta/cope%20finca/mifincaraiz.local/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-brands-400.ttf	(from http://mifincaraiz.local/wp-content/plugins/elementor/assets/lib/font-awesome/css/all.min.css)
21:36:27	225581/225581	---M--	200	added ('OK')	application/javascript	etag:%223712d-5f2f95ebfb3c7%22	http://mifincaraiz.local/wp-content/cache/wpo-minify/1674527442/assets/wpo-minify-footer-453c7f8a.min.js	C:/Users/angie/Desktop/Nueva%20carpeta/cope%20finca/mifincaraiz.local/wp-content/cache/wpo-minify/1674527442/assets/wpo-minify-footer-453c7f8a.min.js	(from http://mifincaraiz.local/finca-raiz/23/1/)
21:36:39	101652/101652	---M--	200	added ('OK')	application/font-woff	etag:%2218d14-5f2cc6fb81d39%22	http://mifincaraiz.local/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-solid-900.woff	C:/Users/angie/Desktop/Nueva%20carpeta/cope%20finca/mifincaraiz.local/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-solid-900.woff	(from http://mifincaraiz.local/wp-content/plugins/elementor/assets/lib/font-awesome/css/all.min.css)
21:36:40	918991/918991	---M--	200	added ('OK')	image/svg+xml	etag:%22e05cf-5f2cc6fb6b1f4%22	http://mifincaraiz.local/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-solid-900.svg	C:/Users/angie/Desktop/Nueva%20carpeta/cope%20finca/mifincaraiz.local/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-solid-900.svg	(from http://mifincaraiz.local/wp-content/plugins/elementor/assets/lib/font-awesome/css/all.min.css)
21:36:46	203030/203030	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%2231916-5f2cc6fb609fa%22	http://mifincaraiz.local/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-solid-900.eot	C:/Users/angie/Desktop/Nueva%20carpeta/cope%20finca/mifincaraiz.local/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-solid-900.eot	(from http://mifincaraiz.local/wp-content/plugins/elementor/assets/lib/font-awesome/css/all.min.css)
21:36:50	203030/203030	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%2231916-5f2cc6fb609fa%22	http://mifincaraiz.local/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-solid-900.eot?	C:/Users/angie/Desktop/Nueva%20carpeta/cope%20finca/mifincaraiz.local/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-solid-900d41d.eot	(from http://mifincaraiz.local/wp-content/plugins/elementor/assets/lib/font-awesome/css/all.min.css)
21:36:51	76764/76764	---M--	200	added ('OK')	text/html	etag:%2212bdc-5f2cc6fb440e7%22	http://mifincaraiz.local/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-brands-400.woff2	C:/Users/angie/Desktop/Nueva%20carpeta/cope%20finca/mifincaraiz.local/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-brands-400.woff2	(from http://mifincaraiz.local/wp-content/plugins/elementor/assets/lib/font-awesome/css/all.min.css)
21:36:58	34034/34034	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%2284f2-5f2cc6fb448c1%22	http://mifincaraiz.local/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-regular-400.eot?	C:/Users/angie/Desktop/Nueva%20carpeta/cope%20finca/mifincaraiz.local/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-regular-400d41d.eot	(from http://mifincaraiz.local/wp-content/plugins/elementor/assets/lib/font-awesome/css/all.min.css)
21:37:00	202744/202744	---M--	200	added ('OK')	application/font-sfnt	etag:%22317f8-5f2cc6fb81170%22	http://mifincaraiz.local/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-solid-900.ttf	C:/Users/angie/Desktop/Nueva%20carpeta/cope%20finca/mifincaraiz.local/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-solid-900.ttf	(from http://mifincaraiz.local/wp-content/plugins/elementor/assets/lib/font-awesome/css/all.min.css)
